atclaatst_naam_tekst#gesl#atclaatst#uitgiftes#DDD#vergoeding#gebruikers#DDD_per_uitgifte#vergoeding_per_uitgifte#vergoeding_per_gebruiker#vergoeding_per_DDD#DDD_per_gebruiker#uitgifte_per_gebruiker#lftkls
Semaglutide #M #A10BJ06 #5175 #225300 #857030 #1110 #43,54 #165,60 #772,00 #3,80 #203,00 #4,66 #25-44
Semaglutide #M #A10BJ06 #57718 #2860000 #9865300 #11675 #49,54 #170,90 #845,00 #3,45 #244,90 #4,94 #45-64
Semaglutide #M #A10BJ06 #33154 #1685000 #5701500 #6535 #50,82 #172,00 #872,50 #3,38 #257,90 #5,07 #65-74
Semaglutide #M #A10BJ06 #10509 #482100 #1701900 #2008 #45,87 #162,00 #847,70 #3,53 #240,10 #5,23 #75 +
Semaglutide #V #A10BJ06 #352 #17480 #62938 #88 #49,63 #178,70 #716,70 #3,60 #199,10 #4,01 #15-24
Semaglutide #V #A10BJ06 #6648 #328500 #1126200 #1453 #49,42 #169,40 #775,00 #3,43 #226,10 #4,57 #25-44
Semaglutide #V #A10BJ06 #55519 #2694000 #9550400 #11034 #48,52 #172,00 #865,60 #3,55 #244,10 #5,03 #45-64
Semaglutide #V #A10BJ06 #31190 #1477000 #5333600 #6111 #47,36 #171,00 #872,80 #3,61 #241,70 #5,10 #65-74
Semaglutide #V #A10BJ06 #11602 #505300 #1845300 #2224 #43,55 #159,00 #829,70 #3,65 #227,20 #5,22 #75 +
Dapagliflozine #M #A10BK01 #86 #3230 #4099 #20 #37,45 #47,47 #203,50 #1,27 #160,60 #4,29 #15-24
Dapagliflozine #M #A10BK01 #2039 #90980 #115480 #503 #44,63 #56,64 #229,70 #1,27 #180,90 #4,05 #25-44
Dapagliflozine #M #A10BK01 #25458 #1135000 #1443400 #6032 #44,60 #56,70 #239,30 #1,27 #188,20 #4,22 #45-64
Dapagliflozine #M #A10BK01 #23806 #969900 #1234900 #5574 #40,74 #51,88 #221,50 #1,27 #174,00 #4,27 #65-74
Dapagliflozine #M #A10BK01 #17357 #561500 #713000 #3814 #32,35 #41,08 #186,90 #1,27 #147,20 #4,55 #75 +
Dapagliflozine #V #A10BK01 #56 #1890 #2377 #13 #33,66 #42,41 #179,00 #1,26 #142,10 #4,22 #15-24
Dapagliflozine #V #A10BK01 #1386 #66420 #84068 #338 #47,91 #60,64 #248,60 #1,27 #196,40 #4,10 #25-44
Dapagliflozine #V #A10BK01 #13158 #590500 #755580 #2987 #44,88 #57,42 #252,90 #1,28 #197,70 #4,40 #45-64
Dapagliflozine #V #A10BK01 #12099 #469100 #598620 #2605 #38,78 #49,48 #229,80 #1,28 #180,10 #4,64 #65-74
Dapagliflozine #V #A10BK01 #12018 #333600 #425420 #2177 #27,76 #35,40 #195,40 #1,28 #153,20 #5,52 #75 +
Canagliflozine #M #A10BK02 #4 #540 #575 #1 #135,00 #143,70 #574,80 #1,06 #540,00 #4,00 #15-24
Canagliflozine #M #A10BK02 #116 #5080 #10493 #31 #43,93 #90,74 #336,30 #2,07 #162,80 #3,71 #25-44
Canagliflozine #M #A10BK02 #2116 #103000 #194470 #457 #48,66 #91,92 #425,40 #1,89 #225,20 #4,63 #45-64
Canagliflozine #M #A10BK02 #1640 #66290 #126750 #311 #40,42 #77,29 #407,40 #1,91 #213,10 #5,27 #65-74
Canagliflozine #M #A10BK02 #1189 #32810 #67968 #171 #27,60 #57,17 #397,40 #2,07 #191,80 #6,95 #75 +
Canagliflozine #V #A10BK02 #5 #690 #728 #1 #138,00 #145,70 #728,30 #1,06 #690,00 #5,00 #15-24
Canagliflozine #V #A10BK02 #118 #6110 #11273 #30 #51,82 #95,66 #372,70 #1,85 #201,90 #3,90 #25-44
Canagliflozine #V #A10BK02 #1487 #69420 #126020 #276 #46,67 #84,73 #457,10 #1,82 #251,80 #5,39 #45-64
Canagliflozine #V #A10BK02 #1047 #42890 #79117 #191 #40,94 #75,53 #415,00 #1,84 #225,00 #5,49 #65-74
Canagliflozine #V #A10BK02 #1106 #24720 #51441 #140 #22,34 #46,50 #366,50 #2,08 #176,10 #7,88 #75 +
Empagliflozine #M #A10BK03 #1 #128 #288 #1 #127,90 #287,50 #287,50 #2,25 #127,90 #1,00 #5-14
Empagliflozine #M #A10BK03 #17 #1230 #1759 #4 #71,50 #102,30 #409,80 #1,43 #286,30 #4,00 #15-24
Empagliflozine #M #A10BK03 #1334 #57830 #79520 #279 #43,37 #59,63 #285,10 #1,38 #207,30 #4,78 #25-44
Empagliflozine #M #A10BK03 #21556 #903300 #1262500 #4146 #41,90 #58,57 #304,50 #1,40 #217,90 #5,20 #45-64
Empagliflozine #M #A10BK03 #16382 #603200 #900980 #3180 #36,82 #55,00 #283,40 #1,49 #189,70 #5,15 #65-74
Empagliflozine #M #A10BK03 #8912 #245100 #387860 #1563 #27,51 #43,52 #248,10 #1,58 #156,80 #5,70 #75 +
Empagliflozine #V #A10BK03 #1 #16 #34 #1 #15,99 #34,44 #34,44 #2,15 #15,99 #1,00 #0-4
Empagliflozine #V #A10BK03 #31 #1890 #3625 #8 #61,32 #117,50 #441,20 #1,92 #230,30 #3,76 #15-24
Empagliflozine #V #A10BK03 #1066 #48970 #64114 #206 #45,93 #60,14 #312,00 #1,31 #238,30 #5,19 #25-44
Empagliflozine #V #A10BK03 #12547 #518900 #712360 #2293 #41,35 #56,78 #310,70 #1,37 #226,30 #5,47 #45-64
Empagliflozine #V #A10BK03 #8872 #317900 #454600 #1583 #35,84 #51,24 #287,20 #1,43 #200,90 #5,60 #65-74
Empagliflozine #V #A10BK03 #6519 #148100 #235000 #948 #22,73 #36,05 #247,90 #1,59 #156,30 #6,88 #75 +
Ertugliflozine #M #A10BK04 #1 #42 #100 #1 #42,00 #100,40 #100,40 #2,39 #42,00 #1,00 #25-44
Ertugliflozine #M #A10BK04 #21 #1160 #2071 #6 #54,56 #97,82 #344,00 #1,79 #191,90 #3,52 #45-64
Ertugliflozine #M #A10BK04 #17 #1340 #3984 #4 #76,97 #228,60 #967,20 #2,97 #325,70 #4,23 #65-74
Ertugliflozine #V #A10BK04 #7 #252 #653 #2 #36,00 #93,36 #326,70 #2,59 #126,00 #3,50 #45-64
Ertugliflozine #V #A10BK04 #5 #182 #516 #2 #36,40 #103,20 #258,10 #2,84 #91,00 #2,50 #75 +
Repaglinide #M #A10BX02 #1 #11 #4 #1 #11,25 #4,41 #4,41 #0,39 #11,25 #1,00 #5-14
Repaglinide #M #A10BX02 #19 #1780 #527 #9 #93,07 #27,51 #57,70 #0,30 #195,20 #2,10 #15-24
Repaglinide #M #A10BX02 #60 #3360 #1048 #17 #55,83 #17,41 #61,44 #0,31 #197,00 #3,53 #25-44
Repaglinide #M #A10BX02 #746 #41770 #10048 #138 #56,00 #13,47 #72,89 #0,24 #303,00 #5,41 #45-64
Repaglinide #M #A10BX02 #541 #26290 #6452 #85 #48,58 #11,92 #75,72 #0,25 #308,50 #6,35 #65-74
Repaglinide #M #A10BX02 #716 #27410 #6957 #83 #38,26 #9,71 #84,22 #0,25 #331,80 #8,67 #75 +
Repaglinide #V #A10BX02 #8 #353 #174 #2 #44,06 #21,71 #86,85 #0,49 #176,30 #4,00 #5-14
Repaglinide #V #A10BX02 #58 #2530 #790 #15 #43,74 #13,67 #54,28 #0,31 #173,70 #3,97 #15-24
Repaglinide #V #A10BX02 #162 #7020 #2152 #29 #43,35 #13,30 #73,77 #0,31 #240,50 #5,55 #25-44
Repaglinide #V #A10BX02 #766 #39070 #9175 #104 #51,03 #11,98 #88,16 #0,23 #375,40 #7,36 #45-64
Repaglinide #V #A10BX02 #307 #23150 #5896 #74 #75,34 #19,19 #80,19 #0,25 #314,90 #4,18 #65-74
Repaglinide #V #A10BX02 #1099 #28910 #7707 #105 #26,30 #7,01 #73,42 #0,27 #275,40 #10,47 #75 +
Retinol #M #A11CA01 #88 #4290 #5040 #48 #48,79 #57,36 #104,20 #1,18 #88,62 #1,82 #0-4
Retinol #M #A11CA01 #75 #4730 #5644 #35 #62,68 #74,78 #160,80 #1,19 #134,80 #2,15 #5-14
Retinol #M #A11CA01 #54 #3240 #3653 #25 #60,35 #68,02 #147,50 #1,13 #130,80 #2,17 #15-24
Retinol #M #A11CA01 #68 #3970 #5137 #24 #58,43 #75,67 #210,30 #1,29 #162,40 #2,78 #25-44
Retinol #M #A11CA01 #136 #7330 #9443 #58 #54,11 #69,68 #162,40 #1,29 #126,10 #2,33 #45-64
Retinol #M #A11CA01 #59 #3940 #4658 #34 #67,06 #79,37 #137,10 #1,18 #115,90 #1,73 #65-74
Retinol #M #A11CA01 #42 #2150 #2667 #21 #51,51 #63,88 #128,20 #1,24 #103,40 #2,01 #75 +
Retinol #V #A11CA01 #30 #1530 #1692 #24 #50,36 #55,74 #70,06 #1,11 #63,30 #1,26 #0-4
Retinol #V #A11CA01 #114 #4980 #5927 #49 #43,79 #52,07 #121,70 #1,19 #102,30 #2,34 #5-14
Retinol #V #A11CA01 #43 #2400 #2796 #24 #55,13 #64,31 #115,10 #1,17 #98,64 #1,79 #15-24
Retinol #V #A11CA01 #168 #9370 #10512 #105 #55,70 #62,48 #99,78 #1,12 #88,94 #1,60 #25-44
Retinol #V #A11CA01 #214 #12790 #15032 #106 #59,68 #70,12 #142,20 #1,17 #121,10 #2,03 #45-64
Retinol #V #A11CA01 #70 #5070 #5975 #35 #72,53 #85,51 #168,70 #1,18 #143,10 #1,97 #65-74
Retinol #V #A11CA01 #44 #3120 #3044 #22 #71,02 #69,34 #135,90 #0,98 #139,10 #1,96 #75 +
Dihydrotachysterol #M #A11CC02 #2 #38 #42 #2 #18,70 #20,46 #20,25 #1,09 #18,50 #0,99 #25-44
Dihydrotachysterol #M #A11CC02 #9 #87 #100 #5 #9,36 #10,85 #19,85 #1,16 #17,11 #1,83 #45-64
Dihydrotachysterol #M #A11CC02 #3 #32 #33 #3 #10,04 #10,48 #10,31 #1,04 #9,88 #0,98 #65-74
Dihydrotachysterol #M #A11CC02 #12 #423 #485 #6 #35,27 #40,40 #80,79 #1,15 #70,53 #2,00 #75 +
Dihydrotachysterol #V #A11CC02 #12 #352 #397 #7 #28,80 #32,51 #55,48 #1,13 #49,15 #1,71 #45-64
Dihydrotachysterol #V #A11CC02 #21 #568 #647 #13 #26,55 #30,23 #48,81 #1,14 #42,87 #1,61 #65-74
Dihydrotachysterol #V #A11CC02 #71 #808 #938 #26 #11,41 #13,25 #35,58 #1,16 #30,65 #2,69 #75 +
Alfacalcidol #M #A11CC03 #130 #6830 #3529 #42 #52,59 #27,19 #84,13 #0,52 #162,70 #3,09 #0-4
Alfacalcidol #M #A11CC03 #753 #34190 #17219 #150 #45,40 #22,87 #114,80 #0,50 #227,90 #5,02 #5-14
Alfacalcidol #M #A11CC03 #1490 #60680 #30129 #246 #40,72 #20,22 #122,30 #0,50 #246,30 #6,05 #15-24
Alfacalcidol #M #A11CC03 #6308 #148000 #77383 #851 #23,47 #12,27 #90,97 #0,52 #174,00 #7,42 #25-44
Alfacalcidol #M #A11CC03 #32558 #553900 #297690 #3614 #17,01 #9,14 #82,36 #0,54 #153,20 #9,01 #45-64
Alfacalcidol #M #A11CC03 #39493 #554900 #310880 #4327 #14,05 #7,87 #71,84 #0,56 #128,20 #9,13 #65-74
Alfacalcidol #M #A11CC03 #90456 #872700 #494880 #7945 #9,65 #5,47 #62,29 #0,57 #109,80 #11,39 #75 +
Alfacalcidol #V #A11CC03 #72 #3550 #1827 #23 #49,48 #25,48 #78,82 #0,51 #153,10 #3,09 #0-4
Alfacalcidol #V #A11CC03 #640 #40710 #21148 #117 #63,58 #33,02 #181,30 #0,52 #349,00 #5,49 #5-14
Alfacalcidol #V #A11CC03 #946 #38590 #19345 #172 #40,78 #20,45 #112,30 #0,50 #224,00 #5,49 #15-24
Alfacalcidol #V #A11CC03 #6846 #227000 #114820 #1030 #33,15 #16,77 #111,50 #0,51 #220,30 #6,65 #25-44
Alfacalcidol #V #A11CC03 #27746 #656000 #341280 #3492 #23,64 #12,30 #97,74 #0,52 #187,90 #7,95 #45-64
Alfacalcidol #V #A11CC03 #33681 #496400 #272570 #3498 #14,74 #8,09 #77,93 #0,55 #141,90 #9,63 #65-74
Alfacalcidol #V #A11CC03 #92426 #742100 #416900 #6495 #8,03 #4,51 #64,19 #0,56 #114,30 #14,23 #75 +
Calcitriol #M #A11CC04 #3 #70 #73 #2 #23,33 #24,45 #36,67 #1,05 #35,00 #1,50 #0-4
Calcitriol #M #A11CC04 #32 #1140 #1189 #10 #35,32 #36,75 #118,10 #1,04 #113,50 #3,21 #5-14
Calcitriol #M #A11CC04 #82 #2750 #2798 #14 #33,52 #34,06 #199,20 #1,02 #196,10 #5,85 #15-24
Calcitriol #M #A11CC04 #321 #11660 #11615 #66 #36,35 #36,23 #175,30 #1,00 #175,90 #4,84 #25-44
Calcitriol #M #A11CC04 #722 #21150 #21350 #132 #29,31 #29,59 #162,10 #1,01 #160,60 #5,48 #45-64
Calcitriol #M #A11CC04 #998 #15590 #15550 #117 #15,63 #15,59 #133,40 #1,00 #133,80 #8,56 #65-74
Calcitriol #M #A11CC04 #1770 #16160 #16084 #181 #9,13 #9,08 #88,96 #0,99 #89,41 #9,79 #75 +
Calcitriol #V #A11CC04 #39 #1630 #1640 #11 #42,14 #42,33 #144,30 #1,00 #143,70 #3,41 #5-14
Calcitriol #V #A11CC04 #161 #6190 #6407 #32 #38,49 #39,85 #200,00 #1,04 #193,20 #5,02 #15-24
Calcitriol #V #A11CC04 #745 #29140 #29402 #131 #39,13 #39,47 #224,40 #1,01 #222,40 #5,69 #25-44
Calcitriol #V #A11CC04 #1730 #53590 #54460 #290 #30,98 #31,48 #187,80 #1,02 #184,80 #5,96 #45-64
Calcitriol #V #A11CC04 #1342 #20630 #20515 #179 #15,37 #15,29 #114,80 #0,99 #115,40 #7,51 #65-74
Calcitriol #V #A11CC04 #2849 #22960 #22669 #248 #8,06 #7,96 #91,27 #0,99 #92,43 #11,47 #75 +
Colecalciferol #M #A11CC05 #236 #54440 #2198 #107 #230,50 #9,30 #20,59 #0,04 #510,10 #2,21 #0-4
Colecalciferol #M #A11CC05 #7363 #1193000 #64354 #3252 #162,10 #8,74 #19,79 #0,05 #366,90 #2,26 #5-14
Colecalciferol #M #A11CC05 #41919 #5220000 #315970 #16613 #124,50 #7,54 #19,02 #0,06 #314,20 #2,52 #15-24
Colecalciferol #M #A11CC05 #197580 #18029000 #1058500 #50182 #91,25 #5,36 #21,09 #0,06 #359,30 #3,94 #25-44
Colecalciferol #M #A11CC05 #578460 #48844000 #2895800 #107510 #84,44 #5,01 #26,93 #0,06 #454,30 #5,38 #45-64
Colecalciferol #M #A11CC05 #470100 #30752000 #2029700 #67879 #65,42 #4,32 #29,90 #0,07 #453,00 #6,93 #65-74
Colecalciferol #M #A11CC05 #1225500 #42752000 #3333100 #109130 #34,88 #2,72 #30,54 #0,08 #391,70 #11,23 #75 +
Colecalciferol #V #A11CC05 #184 #31890 #1548 #88 #173,10 #8,40 #17,51 #0,05 #360,70 #2,08 #0-4
Colecalciferol #V #A11CC05 #9994 #2162000 #105440 #5012 #216,30 #10,55 #21,04 #0,05 #431,30 #1,99 #5-14
Colecalciferol #V #A11CC05 #75897 #12178000 #622250 #35241 #160,50 #8,20 #17,66 #0,05 #345,60 #2,15 #15-24
Colecalciferol #V #A11CC05 #309700 #44176000 #2265400 #108080 #142,60 #7,31 #20,96 #0,05 #408,70 #2,87 #25-44
Colecalciferol #V #A11CC05 #842530 #90250000 #5115100 #184410 #107,10 #6,07 #27,74 #0,06 #489,40 #4,57 #45-64
Colecalciferol #V #A11CC05 #638100 #48235000 #3069900 #100680 #75,59 #4,81 #30,49 #0,06 #479,10 #6,34 #65-74
Colecalciferol #V #A11CC05 #2151100 #75566000 #5550000 #176850 #35,13 #2,58 #31,38 #0,07 #427,30 #12,16 #75 +
Calcifediol #M #A11CC06 #1 #. #32 #1 #. #32,08 #32,08 #. #. #1,00 #25-44
Calcifediol #M #A11CC06 #7 #. #334 #7 #. #51,18 #48,73 #. #. #0,95 #45-64
Calcifediol #M #A11CC06 #3 #. #64 #3 #. #21,43 #21,43 #. #. #1,00 #65-74
Calcifediol #M #A11CC06 #4 #. #63 #4 #. #17,82 #17,41 #. #. #0,98 #75 +
Calcifediol #V #A11CC06 #3 #. #119 #3 #. #36,68 #34,29 #. #. #0,93 #25-44
Calcifediol #V #A11CC06 #13 #. #263 #12 #. #19,90 #21,55 #. #. #1,08 #45-64
Calcifediol #V #A11CC06 #2 #. #35 #2 #. #17,57 #17,57 #. #. #1,00 #65-74
Calcifediol #V #A11CC06 #3 #. #82 #3 #. #27,45 #27,45 #. #. #1,00 #75 +
Thiamine #M #A11DA01 #34 #3170 #3858 #14 #92,72 #113,00 #275,50 #1,22 #226,00 #2,44 #15-24
Thiamine #M #A11DA01 #490 #5940 #5192 #294 #12,14 #10,61 #17,65 #0,87 #20,20 #1,66 #25-44
Thiamine #M #A11DA01 #1253 #14710 #13955 #489 #11,74 #11,13 #28,53 #0,95 #30,08 #2,56 #45-64
Thiamine #M #A11DA01 #205 #3210 #2798 #105 #15,64 #13,65 #26,78 #0,87 #30,68 #1,96 #65-74
Thiamine #M #A11DA01 #52 #1050 #1050 #31 #20,02 #20,03 #34,19 #1,00 #34,18 #1,71 #75 +
Thiamine #V #A11DA01 #33 #574 #541 #23 #17,61 #16,60 #23,06 #0,94 #24,46 #1,39 #15-24
Thiamine #V #A11DA01 #251 #3560 #3211 #144 #14,18 #12,77 #22,34 #0,90 #24,80 #1,75 #25-44
Thiamine #V #A11DA01 #425 #9930 #7685 #224 #23,36 #18,09 #34,36 #0,77 #44,39 #1,90 #45-64
Thiamine #V #A11DA01 #111 #2300 #2203 #54 #20,63 #19,79 #41,04 #0,96 #42,78 #2,07 #65-74
Thiamine #V #A11DA01 #44 #1410 #1593 #26 #31,74 #35,99 #61,13 #1,13 #53,91 #1,70 #75 +
Ascorbinezuur #M #A11GA01 #5 #625 #554 #1 #125,00 #110,70 #553,60 #0,89 #625,00 #5,00 #0-4
Ascorbinezuur #M #A11GA01 #8 #726 #624 #2 #90,24 #77,59 #311,80 #0,86 #362,60 #4,02 #25-44
Ascorbinezuur #M #A11GA01 #19 #3560 #1048 #5 #187,40 #55,14 #209,50 #0,29 #712,00 #3,80 #45-64
Ascorbinezuur #M #A11GA01 #4 #3710 #264 #4 #880,10 #62,60 #62,27 #0,07 #875,60 #0,99 #65-74
Ascorbinezuur #M #A11GA01 #1 #500 #13 #1 #500,00 #12,89 #12,89 #0,03 #500,00 #1,00 #75 +
Ascorbinezuur #V #A11GA01 #13 #901 #744 #1 #68,53 #56,62 #681,30 #0,83 #824,60 #12,03 #5-14
Ascorbinezuur #V #A11GA01 #25 #2070 #1840 #5 #82,68 #73,40 #364,40 #0,89 #410,50 #4,96 #25-44
Ascorbinezuur #V #A11GA01 #14 #933 #808 #5 #66,61 #57,71 #161,60 #0,87 #186,50 #2,80 #45-64
Ascorbinezuur #V #A11GA01 #7 #12500 #186 #2 #1786,00 #26,50 #92,76 #0,01 #6250,00 #3,50 #65-74
Pyridoxine #M #A11HA02 #4 #5 #72 #1 #1,33 #17,95 #71,81 #13,50 #5,32 #4,00 #0-4
Pyridoxine #M #A11HA02 #6 #103 #1500 #1 #17,22 #250,00 #1500,00 #14,52 #103,30 #6,00 #5-14
Pyridoxine #M #A11HA02 #1 #0 #4 #1 #0,31 #3,79 #3,79 #12,11 #0,31 #1,00 #45-64
Pyridoxine #M #A11HA02 #3 #19 #276 #2 #6,18 #88,69 #125,50 #14,34 #8,75 #1,41 #75 +
Pyridoxine #V #A11HA02 #8 #11 #138 #4 #1,31 #17,20 #33,90 #13,12 #2,58 #1,97 #25-44
Pyridoxine #V #A11HA02 #2 #4 #44 #1 #1,57 #19,24 #38,48 #12,29 #3,13 #2,00 #75 +
Calcium met vitamine d en/of andere middelen #M #A12AX__ #68 #2340 #462 #30 #34,53 #6,81 #15,23 #0,20 #77,29 #2,24 #0-4
Calcium met vitamine d en/of andere middelen #M #A12AX__ #2060 #102000 #18275 #643 #49,52 #8,87 #28,42 #0,18 #158,60 #3,20 #5-14
Calcium met vitamine d en/of andere middelen #M #A12AX__ #5917 #328900 #50366 #1951 #55,58 #8,51 #25,81 #0,15 #168,60 #3,03 #15-24
Calcium met vitamine d en/of andere middelen #M #A12AX__ #32129 #1823000 #266990 #7914 #56,73 #8,31 #33,74 #0,15 #230,30 #4,06 #25-44
Calcium met vitamine d en/of andere middelen #M #A12AX__ #192220 #9942000 #1454900 #35071 #51,72 #7,57 #41,48 #0,15 #283,50 #5,48 #45-64
Calcium met vitamine d en/of andere middelen #M #A12AX__ #230290 #9953000 #1470900 #36240 #43,22 #6,39 #40,59 #0,15 #274,60 #6,35 #65-74
Calcium met vitamine d en/of andere middelen #M #A12AX__ #522120 #14481000 #2180200 #53273 #27,73 #4,18 #40,93 #0,15 #271,80 #9,80 #75 +
Calcium met vitamine d en/of andere middelen #V #A12AX__ #81 #2670 #556 #32 #32,85 #6,85 #17,16 #0,21 #82,36 #2,51 #0-4
Calcium met vitamine d en/of andere middelen #V #A12AX__ #1610 #82690 #14726 #582 #51,36 #9,15 #25,31 #0,18 #142,10 #2,77 #5-14
Calcium met vitamine d en/of andere middelen #V #A12AX__ #8128 #476200 #72637 #3105 #58,59 #8,94 #23,39 #0,15 #153,40 #2,62 #15-24
Calcium met vitamine d en/of andere middelen #V #A12AX__ #85392 #6294000 #929870 #25668 #73,71 #10,89 #36,23 #0,15 #245,20 #3,33 #25-44
Calcium met vitamine d en/of andere middelen #V #A12AX__ #508960 #32817000 #4817000 #112700 #64,48 #9,46 #42,74 #0,15 #291,20 #4,52 #45-64
Calcium met vitamine d en/of andere middelen #V #A12AX__ #585870 #31714000 #4609400 #109800 #54,13 #7,87 #41,98 #0,15 #288,80 #5,34 #65-74
Calcium met vitamine d en/of andere middelen #V #A12AX__ #1862900 #50189000 #7524600 #173420 #26,94 #4,04 #43,39 #0,15 #289,40 #10,74 #75 +
Kaliumchloride #M #A12BA01 #53 #678 #417 #18 #12,83 #7,90 #22,62 #0,62 #36,76 #2,87 #0-4
Kaliumchloride #M #A12BA01 #354 #17930 #12580 #77 #50,64 #35,52 #163,00 #0,70 #232,40 #4,59 #5-14
Kaliumchloride #M #A12BA01 #667 #31550 #20601 #170 #47,30 #30,89 #121,50 #0,65 #186,10 #3,93 #15-24
Kaliumchloride #M #A12BA01 #1996 #83750 #53018 #558 #41,95 #26,56 #95,01 #0,63 #150,10 #3,58 #25-44
Kaliumchloride #M #A12BA01 #9041 #191100 #104040 #2666 #21,14 #11,51 #39,02 #0,54 #71,68 #3,39 #45-64
Kaliumchloride #M #A12BA01 #9488 #161100 #83157 #2626 #16,98 #8,76 #31,67 #0,52 #61,37 #3,61 #65-74
Kaliumchloride #M #A12BA01 #14549 #176400 #86272 #2993 #12,12 #5,93 #28,83 #0,49 #58,93 #4,86 #75 +
Kaliumchloride #V #A12BA01 #41 #529 #321 #25 #12,89 #7,82 #13,09 #0,61 #21,57 #1,67 #0-4
Kaliumchloride #V #A12BA01 #276 #13600 #8811 #56 #49,34 #31,97 #158,40 #0,65 #244,50 #4,95 #5-14
Kaliumchloride #V #A12BA01 #1004 #30290 #18884 #295 #30,18 #18,82 #63,99 #0,62 #102,60 #3,40 #15-24
Kaliumchloride #V #A12BA01 #5124 #162100 #102270 #1543 #31,64 #19,96 #66,30 #0,63 #105,10 #3,32 #25-44
Kaliumchloride #V #A12BA01 #15687 #327800 #176270 #4606 #20,89 #11,24 #38,27 #0,54 #71,16 #3,41 #45-64
Kaliumchloride #V #A12BA01 #13394 #210300 #105350 #3597 #15,70 #7,86 #29,29 #0,50 #58,47 #3,72 #65-74
Kaliumchloride #V #A12BA01 #34776 #312000 #150150 #5709 #8,97 #4,32 #26,30 #0,48 #54,66 #6,09 #75 +
Kaliumcitraat #M #A12BA02 #208 #7460 #23858 #36 #35,84 #114,60 #660,30 #3,20 #206,40 #5,76 #0-4
Kaliumcitraat #M #A12BA02 #664 #44060 #128020 #120 #66,34 #192,70 #1070,00 #2,91 #368,40 #5,55 #5-14
Kaliumcitraat #M #A12BA02 #461 #34630 #48336 #106 #75,09 #104,80 #454,10 #1,40 #325,40 #4,33 #15-24
Kaliumcitraat #M #A12BA02 #711 #38270 #51564 #222 #53,86 #72,57 #232,10 #1,35 #172,30 #3,20 #25-44
Kaliumcitraat #M #A12BA02 #2060 #95540 #134720 #547 #46,39 #65,41 #246,40 #1,41 #174,70 #3,77 #45-64
Kaliumcitraat #M #A12BA02 #1421 #66280 #94568 #362 #46,65 #66,56 #261,50 #1,43 #183,30 #3,93 #65-74
Kaliumcitraat #M #A12BA02 #795 #25030 #34050 #180 #31,50 #42,84 #188,80 #1,36 #138,80 #4,41 #75 +
Kaliumcitraat #V #A12BA02 #178 #5250 #16365 #33 #29,42 #91,74 #491,10 #3,12 #157,50 #5,35 #0-4
Kaliumcitraat #V #A12BA02 #492 #26990 #99477 #86 #54,89 #202,30 #1155,00 #3,69 #313,50 #5,71 #5-14
Kaliumcitraat #V #A12BA02 #367 #25600 #51368 #82 #69,76 #140,00 #628,80 #2,01 #313,40 #4,49 #15-24
Kaliumcitraat #V #A12BA02 #530 #29190 #40978 #158 #55,04 #77,26 #259,90 #1,40 #185,20 #3,36 #25-44
Kaliumcitraat #V #A12BA02 #1774 #83550 #155710 #438 #47,09 #87,76 #355,60 #1,86 #190,80 #4,05 #45-64
Kaliumcitraat #V #A12BA02 #948 #36880 #46532 #224 #38,91 #49,09 #207,60 #1,26 #164,50 #4,23 #65-74
Kaliumcitraat #V #A12BA02 #756 #16130 #23561 #114 #21,33 #31,16 #207,60 #1,46 #142,10 #6,66 #75 +
Zinksulfaat #M #A12CB01 #67 #539 #1066 #34 #8,08 #15,99 #31,12 #1,98 #15,73 #1,95 #0-4
Zinksulfaat #M #A12CB01 #34 #474 #1069 #16 #13,90 #31,32 #66,68 #2,25 #29,59 #2,13 #5-14
Zinksulfaat #M #A12CB01 #41 #1040 #2114 #8 #25,14 #51,29 #256,00 #2,04 #125,50 #4,99 #15-24
Zinksulfaat #M #A12CB01 #59 #2050 #6904 #19 #34,94 #117,40 #355,80 #3,36 #105,90 #3,03 #25-44
Zinksulfaat #M #A12CB01 #147 #6380 #20228 #47 #43,41 #137,60 #427,00 #3,17 #134,70 #3,10 #45-64
Zinksulfaat #M #A12CB01 #67 #1730 #5773 #18 #25,72 #85,94 #320,10 #3,34 #95,81 #3,73 #65-74
Zinksulfaat #M #A12CB01 #74 #986 #2452 #12 #13,32 #33,13 #203,10 #2,49 #81,66 #6,13 #75 +
Zinksulfaat #V #A12CB01 #22 #115 #240 #14 #5,35 #11,17 #16,70 #2,09 #7,99 #1,49 #0-4
Zinksulfaat #V #A12CB01 #25 #175 #393 #15 #6,92 #15,53 #25,86 #2,24 #11,53 #1,67 #5-14
Zinksulfaat #V #A12CB01 #98 #1810 #5395 #40 #18,49 #54,99 #136,30 #2,97 #45,84 #2,48 #15-24
Zinksulfaat #V #A12CB01 #287 #6440 #18370 #144 #22,42 #63,95 #128,00 #2,85 #44,88 #2,00 #25-44
Zinksulfaat #V #A12CB01 #470 #14100 #43591 #173 #30,01 #92,76 #251,60 #3,09 #81,41 #2,71 #45-64
Zinksulfaat #V #A12CB01 #148 #2170 #6433 #41 #14,60 #43,37 #158,30 #2,97 #53,29 #3,65 #65-74
Zinksulfaat #V #A12CB01 #90 #1910 #5608 #33 #21,30 #62,61 #167,60 #2,94 #57,00 #2,68 #75 +
Magnesiumsulfaat #M #A12CC02 #9 #2250 #8279 #2 #262,50 #967,20 #4108,00 #3,68 #1115,00 #4,25 #5-14
